,name,price,Original_price,star,reviews,sold,stock,seller,seller_link,seller_from,category,brand,description,link
120,Genius Optical USB MOUSE / USB Mouse GENIUS NETSCROLL 120 / Genius Net Scroll 120 (warna hitam),34.900,,,,0,Kuantitastersisa 200 buah,nurul190493.,https://id.xiapibuy.com/nurul190493.,"KAB. CIAMIS - PURWADADI, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Genius Optical USB MOUSE / USB Mouse GENIUS NETSCROLL 120 / Genius Net Scroll 120 -HITAM

Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

#KOMPUTER #MOUSEMURAH #MOUSEPAD #GENIUS #MOUSE #NETSCROLL #NETSCROLL120 ",https://id.xiapibuy.com//Genius-Optical-USB-MOUSE-USB-Mouse-GENIUS-NETSCROLL-120-Genius-Net-Scroll-120-(warna-hitam)-i.14574449.3126904563
121,Star SellerMouse Genius Mouse Gaming RS Ammox X1-400 ,218.000,,,,0,Kuantitastersisa 999 buah,enterkom,https://id.xiapibuy.com/enterkom,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"*Wajib tanyakan stok sebelum order melalui Diskusi/ Chat
*Gambar hanya ilustrasi, versi produk dapat berbeda tergantung kebijakan vendor, namun tidak mengurangi spesifikasi dan fungsi produk
*Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk
*Request warna, ukuran dll. WAJIB !!! cantumkan pada keterangan saat order. Jika tidak maka unit kami kirim secara random
*Berat tercantum BELUM termasuk Pack kayu dan Asuransi
*Seluruh produk yang di order WAJIB !!! ditambahkan Packing kayu dan Asuransi 
*Tanpa atc Packing kayu & Asuransi maka segala resiko pengiriman ditanggung PEMBELI. Tidak terima komplain barang pecah, retak, hilang dll
*Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan
*Cek kondisi saat terima produk. komplain maks 3x24jam sejak paket diterima. Penting! komplain wajib sertakan video unboxing paket
*Simpan dus dan invoice pembelian untuk garansi
*Jika belum paham silahkan tanya via Chat !""",https://id.xiapibuy.com//Mouse-Genius-Mouse-Gaming-RS-Ammox-X1-400-i.43570421.3117978997
122,Keyboard Usb Genius KB100,,,,,0,Kuantitastersisa 0 buah,alvateha,https://id.xiapibuy.com/alvateha,"KAB. KUDUS - BAE, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Fitur :
*Customizable Function Key Setting
*Personalize Your Favorit
*Conduct Your Routine Task With a Single Click
*Its Fast (Up effciency by at least 50%)
*Its Smart (Turn Complex things to a single simple step)
*It has MORE kEYS than you see (The 12 Function Keys can be Uniquely Customized for each App)

SmartGenius App is Required for a smart keyboard to function properly
This State-of-the-art Genius Smart Keyboard, toghter with the SnartGenius Application, has elevated the meaning of convenient and ease-of-use to a new high. It bridges you and your most frequently visited web place, favorite internet channels in your country or launching applications with a simple single click. Time is money- the Genius Smart Keyboard saves you from typing of the same many keys and mouse move to arrive those places that you visit often daily",https://id.xiapibuy.com//Keyboard-Usb-Genius-KB100-i.18115820.2906319242
123,Star SellerGenius Keyboard Slimstar 8006 wirelles Smart Keyboard and Mouse,265.000,,,,0,Kuantitastersisa 5 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"#BARANG KAMI SELALU READY STOCK SILAHKAN LANGSUNG KLIK BELI #

SlimStar 8006

Wireless and smart combo

One-key-press for most used actions

With one-key-press to access most used actions, Smart Keyboard greatly enhances your productivity.

Type fast, type smart

12 function keys can be customized for your every favorite app. Same key acts different functions based on the application in use.

Silent and smooth

Dust-proof design, the keyboard provides comfortable and quiet typing with smooth touch.
Tracks anywhere

The wireless mouse can work on any surface, including glass dining table, car leather surface, even on your jeans.

Be in control

Extend control to Smart TV, the combo eases your typing and navigation on the comfortable couch.

Specification

System requirements

Windows 7, 8, 8.1, 10 or later

Mac OS X 10.8 or later

USB port

Specifications

Keyboard

Keycap typeChocolate keycap

Mouse

Sensor engineOptical

Number of buttons3 (left, right, middle button with scroll)

Resolution (DPI)800,1200,1600

RF Frequency2.4GHz

Dimensions (W x H x D)Keyboard: 438.07 x 136.74 x 20.75 mm( 17.25 x 5.38 x 0.82 inches)
Mouse: 101 x 57.75 x 38.15 mm (3.98 x 2.27 x 1.50 inches)

WeightKeyboard: Approx. 506 g
Mouse: Approx. 55 g(include USB pico receiver)

ColorsBlack

What's included

SlimStar 8006 with wireless keyboard and mouse

Multi-language user manual

AAA batteries

AA battery",https://id.xiapibuy.com//Genius-Keyboard-Slimstar-8006-wirelles-Smart-Keyboard-and-Mouse-i.12031235.2886153714
124,Mouse Mouse Wireless Genius NX-7010 (NX7010) Wireless Mouse,99.000,,,,0,Kuantitastersisa 3 buah,rumahkom.online,https://id.xiapibuy.com/rumahkom.online,"KAB. SLEMAN - DEPOK, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse yang paling atraktif dari Genius NX-7010. Mouse ini menggunakan ""electron-plated"" dalam design klasik agar mudah terlihat. Dengan Fitur 1200dpi Blue Eye Sensor yang dapat digunakan diatas alas apapun yang memudahkan anda yaitu TANPA harus menggunakan alas mouse khusus.

System Requirements

* Windows 7/8/8.1/10 Ready

* Available USB port

Package Contents

* NX-7010

* USB Pico Receiver

* AA alkaline battery

* Multi-language quick guide in gift box

Rumah Komputer (samping Kampus ATMA JAYA)

Jl. Babarsari No.15 B, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281

TERIMA PENGIRIMAN GO-JEK MAKS jam 4 sore

- Pilih pengiriman dengan menggunakan GOJEK-GOKILAT/GRAB

JAM OPERASIONAL

Senin - Jum'at pukul 09.00 - 17.00

Sabtu 09.00 - 14.00

Hari Minggu dan Libur Nasional TUTUP",https://id.xiapibuy.com//Mouse-Mouse-Wireless-Genius-NX-7010-(NX7010)-Wireless-Mouse-i.177632123.2881091014
125,Star SellerGenius Ammox X1-400 Mouse Wired Gaming Mouse,140.000,,,,0,Kuantitastersisa 10 buah,mxjogja,https://id.xiapibuy.com/mxjogja,"KAB. BANTUL - KASIHAN, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Perfect ambidextrous design fits any palm
The Ammox contoured shape is suitable for either hand, and the expanded body is conducive for comfortable hand placement preventing any fatigue.The special-patterned rubber grip on both sides provides fast reflex control.

DPI switching for superior responsiveness and sensitivity
4-level (400/ 800/ 1200/ 3200) adjustable DPI

4 programmable hyper-response buttons

You can program your own macro to set up one button trigger action to quickly access game functions.

Durable button

Ammox uses an Omron switch which has a life cycle of 8 million clicks, sufficient to cope with the most intense fighting game.
Experience fast 1 millisecond report rate",https://id.xiapibuy.com//Genius-Ammox-X1-400-Mouse-Wired-Gaming-Mouse-i.38313214.2880154308
126,Keyboard genius kb 128,115.000,,,,0,Kuantitastersisa 10 buah,nc_shop88,https://id.xiapibuy.com/nc_shop88,"KOTA MEDAN - MEDAN TIMUR, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Keyboard genius kb 128
Kabel usb
Smart keyboard",https://id.xiapibuy.com//Keyboard-genius-kb-128-i.14747381.2873871935
127,Mouse usb genius Dx125,55.000,,,,0,Kuantitastersisa 10 buah,nc_shop88,https://id.xiapibuy.com/nc_shop88,"KOTA MEDAN - MEDAN TIMUR, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse genius dx125
Kabel usb
Warna hitam
",https://id.xiapibuy.com//Mouse-usb-genius-Dx125-i.14747381.2873858673
128,mouse wireless genius nx-7010,135.000,,,,0,Kuantitastersisa 10 buah,brothersjayatechnology,https://id.xiapibuy.com/brothersjayatechnology,"KOTA MEDAN - MEDAN BARAT, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"MOUSE WIRELESS GENIUS NX-7010 ORIGINAL

Color: Red / Blue / Green / Torguise, with white

Spesifikasi:
- Batteries included: Yes
- Battery technology: Alkaline
- Battery type: AA alkaline
- Buttons quantity: 3
- Buttons type: Pressed buttons
- Colour of product: Black, Grey
- Depth: 5.7 cm
- Device interface: RF Wireless
- Form factor: Ambidextrous
- Frequency band: 2.4
- Height: 3.7 cm
- Mouse weight: 79 g
- Movement detection technology: BlueEye
- Movement resolution: 1600 DPI
- Power source: Batteries
- Receiver included: Yes
- Receiver type: Pico
- Scroll: Yes
- Scroll type: Wheel
- User guide: Yes
- Width: 10.5 cm
- Windows operating systems supported: Yes
- Wireless receiver interface: USB

Garansi Resmi 1 Tahun",https://id.xiapibuy.com//mouse-wireless-genius-nx-7010-i.42166744.2833145574
129,mouse wireless genius nx-7015,130.000,,,,0,Kuantitastersisa 10 buah,brothersjayatechnology,https://id.xiapibuy.com/brothersjayatechnology,"KOTA MEDAN - MEDAN BARAT, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Genius NX-7015 a better touching and comfort. With the new rubber metallic scroll wheel, it can create more convenience for people to surf web and daily use.

. Single Pico Receiver to unify Multiple Genius device support which start
. Soft Rubber Metallic Scroll Wheel zoom in/ out
. High Performance and with precision of up to 1600 DPI by Smart Genius
App adjustment
. Work with Window 10& Mac , also Window 7 , 8
untuk bateray MENGGUNAKAN BATERAY AA 1 PCS
",https://id.xiapibuy.com//mouse-wireless-genius-nx-7015-i.42166744.2833115742
130,mouse wireless genius nx-7005,115.000,,,,0,Kuantitastersisa 10 buah,brothersjayatechnology,https://id.xiapibuy.com/brothersjayatechnology,"KOTA MEDAN - MEDAN BARAT, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse Wireless Genius
Mouse tanpa kabel
Menggunakan Baterai AA Alkaline Battery (sudah termasuk baterai
USB pico receiver
Blue Eye technology (bisa dipakai diberbagai permukaan spti : kaca , karpet )
bisa digunakan pada tangan kanan maupun tangan kiri
bisa untuk windows dan mac (apple)
2.4 GHZ

""Tanyakan terlebih dahulu warna yang ready """,https://id.xiapibuy.com//mouse-wireless-genius-nx-7005-i.42166744.2833087269
131,Star Sellergenius traveler 900 notebook mouse wireless,150.000,,,,0,Kuantitastersisa 10 buah,genius_center,https://id.xiapibuy.com/genius_center,"KOTA SURABAYA - BUBUTAN, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,genius traveler 900 notebook mouse wireless,https://id.xiapibuy.com//genius-traveler-900-notebook-mouse-wireless-i.20823421.2799959458
132,Star Sellergenius scrolltoo 600 scroll too wireless optical mous,120.000,,,,0,Kuantitastersisa 10 buah,genius_center,https://id.xiapibuy.com/genius_center,"KOTA SURABAYA - BUBUTAN, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,genius scrolltoo 600 scroll too wireless optical mous,https://id.xiapibuy.com//genius-scrolltoo-600-scroll-too-wireless-optical-mous-i.20823421.2799950480
133,Star Sellergenius micro traveler 330s mini notebook optical mouse,100.000,,,,0,Kuantitastersisa 10 buah,genius_center,https://id.xiapibuy.com/genius_center,"KOTA SURABAYA - BUBUTAN, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,genius micro traveler 330s mini notebook optical mouse,https://id.xiapibuy.com//genius-micro-traveler-330s-mini-notebook-optical-mouse-i.20823421.2799936247
134,Star Sellergenius traveler 300 portable micro notebook mouse,95.000,,,,0,Kuantitastersisa 10 buah,genius_center,https://id.xiapibuy.com/genius_center,"KOTA SURABAYA - BUBUTAN, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"genius traveler 300 portable micro notebook mouse
",https://id.xiapibuy.com//genius-traveler-300-portable-micro-notebook-mouse-i.20823421.2799929269
135,Keyboard Genius kb 128,99.000,,,,0,Kuantitastersisa 2 buah,asterixcomputer,https://id.xiapibuy.com/asterixcomputer,"KOTA BANDUNG - SUKAJADI, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Genius KB-125 adalah keyboard USB desktop dengan desain khusus tahan (kedap) terhadap tumpahan air diatasnya baik disengaja maupun tidak. Keyboard hitam ini memiliki struktur bentuk rendah yang memberikan kenyamananan sangat baik saat digunakan untuk mengetik.
Model dan tipe terbaru dari Genius
Detail Spesification :

Low-profile keycap structure provides an excellent touch, ""Water Resistant"" function to prevent against accidental drink spillages.",https://id.xiapibuy.com//Keyboard-Genius-kb-128-i.73950664.2796521516
136,Mouse Genius NX7000 wifi,116.000,,,,0,Kuantitastersisa 4 buah,asterixcomputer,https://id.xiapibuy.com/asterixcomputer,"KOTA BANDUNG - SUKAJADI, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse wireles tinggal pakai saja sudah termasuk batrai
garansi 1 bulan",https://id.xiapibuy.com//Mouse-Genius-NX7000-wifi-i.73950664.2796521427
137,Mouse Genius DX-125,55.000,,,,0,Kuantitastersisa 1 buah,asterixcomputer,https://id.xiapibuy.com/asterixcomputer,"KOTA BANDUNG - SUKAJADI, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Specifications:
Dimension(W x H x D):105 x 65 x 36mm
Body weight:90g
Box:95 x 40 x 155mm

OS Support: Windows 7/Vista/XP or Mac OS X 10.4+
Port: USB cable
Resolution(dpi): 1200 dpi
Cordless: No
Buttons: Three buttons (left, middle button with scroll wheel, right)
Optical Sensor: YES
",https://id.xiapibuy.com//Mouse-Genius-DX-125-i.73950664.2796521412
138,Star SellerGenius dx 220 dx220 stylish blueeye optical mouse,80.000,,,,0,Kuantitastersisa 2 buah,genius_center,https://id.xiapibuy.com/genius_center,"KOTA SURABAYA - BUBUTAN, JAWA TIMUR, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"DX-220
- Mouse BlueEye yang bergaya
- Mouse BlueEye yang kuat
- 1200 dpi untuk akurasi dan kontrol
- Bekerja pada marmer, kaca debu, sofa, atau karpet
- Cocok untuk kedua tangan

Tombol: Tiga (kiri, kanan, tombol tengah dengan gulir)
Resolusi (dpi): 1200 dpi BlueEye
Dukungan OS: Windows 7 / Vista / XP atau Mac OSX 10.4+
Port: USB
Persyaratan sistem:
- Windows 7 / Vista / XP atau Mac OSX 10.4+
- Tersedia Port USB

#geniusdx220 #geniusmouse
",https://id.xiapibuy.com//Genius-dx-220-dx220-stylish-blueeye-optical-mouse-i.20823421.2780407284
139,GENIUS  NX-7015 MOUSE WIRELESS,114.000,,,,0,Kuantitastersisa 5 buah,queenstyle,https://id.xiapibuy.com/queenstyle,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"*Ready warna : GOLD.GRAY.DAN BROWN
The Genius NX-7015 a better touching and comfort. With the new rubber metallic scroll wheel, it can create more convenience for people to surf web and daily use.

. Stylish slim hairline design with soft touch materials
. Single Pico Receiver to unify Multiple Genius device support which start
with NX 7000 series
. Soft Rubber Metallic Scroll Wheel zoom in/ out
. High Performance and with precision of up to 1600 DPI by Smart Genius
App adjustment
. Work with Window 10& Mac , also Window 7 , 8",https://id.xiapibuy.com//GENIUS-NX-7015-MOUSE-WIRELESS-i.18756796.2776106800
140,Star SellerMouse USB Genius DX-125 Original,60.000,,,,0,Kuantitastersisa 10 buah,mxjogja,https://id.xiapibuy.com/mxjogja,"KAB. BANTUL - KASIHAN, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse Genius DX-125 Dengan 1000 dpi sensor optik yang memiliki akurasi yang lebih tinggi dibandingkan dengan mouse optik standar. Desain simetris membuatnya besar untuk kedua tangan.

*Spec :
Konektor : USB.
Resolusi : 1000 dpi optical engine.
Support System : Windows 7, 8, 8.1, 10 Mac OS 10.7.4 atau lebih baru, Chrome OS.
3 tombol mouse : tombol kiri / kanan, tombol tengah dengan scroll.
Panjang kabel : 1.5 m.
",https://id.xiapibuy.com//Mouse-USB-Genius-DX-125-Original-i.38313214.2765246662
141,GENIUS DX-120 Wired Optical Mouse USB With 1000 DPI ORIGINAL,125.000,,,,0,Kuantitastersisa 50 buah,sgr666,https://id.xiapibuy.com/sgr666,"KOTA JAKARTA PUSAT - KEMAYORAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 1000 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

- Color: Black | White| Blue | Red | Green
NB : Harap Request Warna Menghubungi kami terdahulu untuk warna yg ready, dan WAJIB menuliskan di keterangan ORDERAN, Jika tidak maka akan kami kirim RANDOM

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- High performance and with precision of up to 1000 DPI
- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Resolution (DPI) 1000
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide",https://id.xiapibuy.com//GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-ORIGINAL-i.135138014.2708506410
142,GENIUS NX-7015 Wireless Optical Mouse / GENIUS Wireless Mouse Optical (NX7015) ORIGINAL & RESMI,135.000,,,,0,Kuantitastersisa 100 buah,sgr666,https://id.xiapibuy.com/sgr666,"KOTA JAKARTA PUSAT - KEMAYORAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Wireless Mouse Optical GENIUS NX-7015 ini di design benar-benar mengikuti fashion trend sekarang dibalut dengan warna-warna yg cerah yg semakin membuat mouse wireless GENIUS ini makin memanjakan mata anda, tentu bukan hanya warna-warna cerah saja yg di tonjolkan, akan tetapi mouse ini mempunyai tingkat akurasi cursor nya sangat tinggi sehingga pas anda menggunakan mouse GENIUS NX-7015 ini sangat smooth gerakan-gerakan cursor nya. dan satu lagi di alas Mouse GENIUS ini di sediakan slot kosong untuk menaruh Nano Receiver, jadi anda tidak takut kehilangan Nano Receiver GENIUS ini :) ( Bisa di liat di Galeri Photo Produk GENIUS NX-7000 ini)
Speksifikasi :
* Warna :
Rosy-Brown (9104) - Coklat (Photo ke 2 di Galeri)
Chocolate (9102) - Hitam (Photo ke 3 di Galeri)
Iron Grey (9100) - Biru Grey (Photo ke 4 di Galeri)
Gold (9103) - Gold (Photo ke 5 di Galeri)
Silver (9105)
NB : Untuk Request Warna harap Menghubungi kami, karena warna tertentu kosong, Dan Wajib Mencatumkan Keterangan Di dalam Orderan/Invoice
* Material ABS material
* Reliable 2.4G wireless connection up to 10 meters.
* 9 Months Battery Life(With Genius latest energy saving technology and power switch, you can use your mouse without power interruption for up to 9 months.)
* Connection Type USB 2.0
* 10 meter wireless transmission
* Tracking Method Optical
* Resolution 1000 dpi DPI high-definition invisible tracking engine.
* Supports System Windows XP / Vista / Windows 7 / Windows 8 / Mac OS X 10.4 or higher

Yang anda dapat dari pembelian ini :
1 x Wireless mouse
1 x Nano receiver
1 x AA battery",https://id.xiapibuy.com//GENIUS-NX-7015-Wireless-Optical-Mouse-GENIUS-Wireless-Mouse-Optical-(NX7015)-ORIGINAL-RESMI-i.135138014.2701915303
143,Star SellerNumeric pad genius numpad 200,125.000,,,,0,Kuantitastersisa 2 buah,dutajaya,https://id.xiapibuy.com/dutajaya,"KAB. KETAPANG - DELTA PAWAN, KALIMANTAN BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,Numpad 200 genius silent usb 2.0 numeric with usb hub,https://id.xiapibuy.com//Numeric-pad-genius-numpad-200-i.17101674.2672957880
144,KEYBOARD MOUSE GENIUS USB,140.000,,,,0,Kuantitastersisa 50 buah,iwancahyalanusa,https://id.xiapibuy.com/iwancahyalanusa,"KOTA BANDUNG - KIARACONDONG, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"READYY AGAN - AGAN ....

KEYBOARD + MOUSE GENIUS USB",https://id.xiapibuy.com//KEYBOARD-MOUSE-GENIUS-USB-i.72086607.2668365194
145,Star SellerMouse Wireless Genius NX 7000 NX-7000 2.4Ghz,97.000,,,,0,Kuantitastersisa 10 buah,rajahardware,https://id.xiapibuy.com/rajahardware,"KOTA MEDAN - MEDAN BARAT, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mohon Cek stok warna terlebih dahulu


Features:
- 2.4Ghz wireless mouse
- 1200 dpi BlueEye sensor for smooth movement control
- universal USB Pico receiver
- power switch extends battery life
- contoured shape great for either hand

System requirements:
- Windows 7/8 or above,
- Mac OSX 10.4+ or above
- available USB Port

Package content:
- NX-7000
- USB Pico receiver
- AA Alkaline battery
- quick guide

Specifications:
- interface: USB
- RF frequency 2.4GHz
- three buttons: left, right, middle button with scroll
- resolution: 1200 dpi BlueEye engine
- battery: 1x AA
- dimension: 100x58x39 mm
- package size: 90x41x132 mm
- body Weight: 55g ",https://id.xiapibuy.com//Mouse-Wireless-Genius-NX-7000-NX-7000-2.4Ghz-i.64340126.2662398310
146,Mouse USB Genius NetScroll 120 Black,39.900,,,,1,Kuantitastersisa 99 buah,fzlmzacc,https://id.xiapibuy.com/fzlmzacc,"KOTA SURAKARTA (SOLO) - LAWEYAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"WARNA / MOTIF RANDOM
Jika request warna/motif. tetap kami kirimkan random untuk mempercepat proses pesanan.
Tidk menerima komplain jika warna/motif berbeda dengan request.




BARANG NON GARANSI DARI PUSAT.
ORDER = SETUJU
NO KOMPLAIN, NO RETUR


Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan ",https://id.xiapibuy.com//Mouse-USB-Genius-NetScroll-120-Black-i.166215203.2661587868
147,KB-110 Value Desktop Keyboard Genius,110.000,,,,0,Kuantitastersisa 10 buah,rsc_komputer,https://id.xiapibuy.com/rsc_komputer,"KAB. KLATEN - JOGONALAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Genius Value Desktop Keyboard KB-110x USB

USB Port : YES
OS Support : Windows7/Vista/XP

#keyboard #genius",https://id.xiapibuy.com//KB-110-Value-Desktop-Keyboard-Genius-i.10262229.2644416409
148,MOUSE GENIUS DX110 OPTICAL MOUSE GENIUS DX 110 MOUSE USB,40.000,,,,0,Kuantitastersisa 10 buah,mizansumber,https://id.xiapibuy.com/mizansumber,"KAB. CIREBON - SUMBER, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"MOUSE GENIUS DX110 OPTICAL MOUSE GENIUS DX 110 MOUSE USB 

MERK GENIUS 
TYPE DX 110 
OPTICAL MOUSE USB 
REAL PICT 

TANYAKAN STOK TERLEBIH DAHULU SEBELUM ORDER",https://id.xiapibuy.com//MOUSE-GENIUS-DX110-OPTICAL-MOUSE-GENIUS-DX-110-MOUSE-USB-i.110661322.2631751819
149,Mouse Wireless Genius NX 7005 BlueEye Sensor Original,118.800,,,,0,Kuantitastersisa 10 buah,taniadistro,https://id.xiapibuy.com/taniadistro,"KOTA JAKARTA PUSAT - MENTENG, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"
-BlueEye Sensor Technology (Bisa digunakan di atas kaca/lantai dan permukaan kasar)
-2.4 GHZ
-Either Hand
-garansi 1 tahun
System Requirements
* Windows 7/8/8.1/10 or later
* Mac OS X 10.7.4 or Later
* Available USB port

Package Contents
* NX-7005
* USB Pico Receiver
* AA Alka battery
* Multi-language quick Guide in gift box
",https://id.xiapibuy.com//Mouse-Wireless-Genius-NX-7005-BlueEye-Sensor-Original-i.82297303.2621580414
150,Star SellerKEYBOARD GENIUS KB-100 USB - DISASS JOGJA,115.000,,,,0,Kuantitastersisa 2 buah,disasscompuhouse,https://id.xiapibuy.com/disasscompuhouse,"KOTA YOGYAKARTA - MERGANGSAN, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"SELAMAT DATANG DI DISASS COMPUTER JOGJA

READY !!!

Fitur :
*Customizable Function Key Setting
*Personalize Your Favorit
*Conduct Your Routine Task With a Single Click
*Its Fast (Up effciency by at least 50%)
*Its Smart (Turn Complex things to a single simple step)
*It has MORE kEYS than you see (The 12 Function Keys can be Uniquely Customized for each App)


MOHON PERHATIAN :

✓Mohon tanyakan stock barang pada Admin sebelum checkout
✓Fast Response pada Senin-Sabtu 09.00-17.00 WIB
✓Untuk barang dengan pilihan warna, motif atau jenis mohon hubungi admin terlebih dahulu sebelum CHECKOUT, Jika tidak barang kami kirim warna random
✓untuk yang ingin datang ke toko langsung Kami memiliki OFFLINE STORE yakni DISASS COMPUTER di Jl. Sisingamangaraja no.81 Yogyakarta
✓RESELLER WELCOME, DAPATKAN HARGA SPESIAL, SILAHKAN CHAT ADMIN UNTUK PENGAMBILAN BARANG DENGAN JUMLAH BESAR KARENA BARANG KAMI CEPAT SOLD OUT JADI KAMI HANYA INPUT 1-3 BARANG UNTUK STOCK SHOPEE, STOCK GUDANG MELIMPAH BOSS
✓ CHECKOUT = SETUJU dengan persyaratan kami, Terimakasih

#aksesoriskomputer #aksesoriskomputermurah #aksesoriskomputerjogja #disass #disassjogja #keyboard #usb #keyboardusb #genius #kb100 #keyboardusb #keyboardmurah #usbkeyboard",https://id.xiapibuy.com//KEYBOARD-GENIUS-KB-100-USB-DISASS-JOGJA-i.52874837.2615595562
